GISJOIN,year,month,dayl,srad,tmax,tmin,vap_pres,prcp,CTY_NAME,State,Region,Division
G19117,2015,Jan,33879.96774,224.9290323,1.483870968,-10.58064516,312.2580645,2,Lucas,Iowa,Midwest Region,West North Central Division
G19119,2015,Jan,33043.77419,209.7548387,-2.032258065,-11.64516129,305.8064516,9,Lyon,Iowa,Midwest Region,West North Central Division
G19121,2015,Jan,33790.77419,234.8387097,1.225806452,-10.77419355,308.3870968,13,Madison,Iowa,Midwest Region,West North Central Division
G19123,2015,Jan,33790.77419,223.2774194,0.612903226,-10.4516129,318.7096774,18,Mahaska,Iowa,Midwest Region,West North Central Division
G19125,2015,Jan,33790.77419,234.5290323,1.048387097,-10.19354839,321.2903226,13,Marion,Iowa,Midwest Region,West North Central Division
G19127,2015,Jan,33578.93548,221.9354839,-1,-11.16129032,307.0967742,23,Marshall,Iowa,Midwest Region,West North Central Division
G19129,2015,Jan,33879.96774,235.8709677,3.177419355,-10,317.4193548,3,Mills,Iowa,Midwest Region,West North Central Division
G19131,2015,Jan,33088.3871,204.3870968,-3.85483871,-12.77419355,269.6774194,18,Mitchell,Iowa,Midwest Region,West North Central Division
G19133,2015,Jan,33578.93548,226.4774194,0.725806452,-10.96774194,310.9677419,8,Monona,Iowa,Midwest Region,West North Central Division
G19135,2015,Jan,33879.96774,229.0580645,1.370967742,-10.16129032,320,9,Monroe,Iowa,Midwest Region,West North Central Division
G19137,2015,Jan,33879.96774,242.1677419,2.516129032,-10.66129032,301.9354839,2,Montgomery,Iowa,Midwest Region,West North Central Division
G19139,2015,Jan,33735.03226,219.7677419,-0.935483871,-10.64516129,312.2580645,26,Muscatine,Iowa,Midwest Region,West North Central Division
G19141,2015,Jan,33211.03226,210.683871,-2.241935484,-11.80645161,303.2258065,15,O'Brien,Iowa,Midwest Region,West North Central Division
G19143,2015,Jan,33043.77419,206.9677419,-2.838709677,-12.08064516,294.1935484,15,Osceola,Iowa,Midwest Region,West North Central Division
G19145,2015,Jan,33991.48387,241.6516129,3.112903226,-10.53225806,301.9354839,6,Page,Iowa,Midwest Region,West North Central Division
G19147,2015,Jan,33211.03226,211.716129,-2.161290323,-11.67741935,298.0645161,16,Palo Alto,Iowa,Midwest Region,West North Central Division
G19149,2015,Jan,33322.51613,219.8709677,-0.419354839,-11.48387097,303.2258065,11,Plymouth,Iowa,Midwest Region,West North Central Division
G19151,2015,Jan,33322.51613,215.7419355,-1.935483871,-11.62903226,304.516129,11,Pocahontas,Iowa,Midwest Region,West North Central Division
G19153,2015,Jan,33679.25806,226.3741935,0.693548387,-10.25806452,323.8709677,9,Polk,Iowa,Midwest Region,West North Central Division
G19155,2015,Jan,33790.77419,241.2387097,2.532258065,-10.12903226,317.4193548,3,Pottawattamie,Iowa,Midwest Region,West North Central Division
G19157,2015,Jan,33679.25806,223.3806452,-0.774193548,-11.22580645,299.3548387,21,Poweshiek,Iowa,Midwest Region,West North Central Division
G19159,2015,Jan,33991.48387,244.1290323,2.338709677,-10.27419355,309.6774194,4,Ringgold,Iowa,Midwest Region,West North Central Division
G19161,2015,Jan,33434,221.5225806,-1.14516129,-11.37096774,303.2258065,10,Sac,Iowa,Midwest Region,West North Central Division
G19163,2015,Jan,33701.58065,215.6387097,-1.177419355,-10.56451613,309.6774194,22,Scott,Iowa,Midwest Region,West North Central Division
G19165,2015,Jan,33679.25806,236.283871,1.370967742,-10.56451613,316.1290323,5,Shelby,Iowa,Midwest Region,West North Central Division
G19167,2015,Jan,33155.32258,211.4064516,-1.516129032,-11.61290323,303.2258065,10,Sioux,Iowa,Midwest Region,West North Central Division
G19169,2015,Jan,33578.93548,223.5870968,-0.451612903,-11.08064516,310.9677419,18,Story,Iowa,Midwest Region,West North Central Division
G19171,2015,Jan,33534.32258,211.0967742,-1.483870968,-11.4516129,299.3548387,17,Tama,Iowa,Midwest Region,West North Central Division
G19173,2015,Jan,33991.48387,242.8903226,2.403225806,-10.5,300.6451613,4,Taylor,Iowa,Midwest Region,West North Central Division
G19175,2015,Jan,33879.96774,240.1032258,1.677419355,-10.4516129,309.6774194,7,Union,Iowa,Midwest Region,West North Central Division
G19177,2015,Jan,33991.48387,225.2387097,0.790322581,-10.27419355,313.5483871,15,Van Buren,Iowa,Midwest Region,West North Central Division
G19179,2015,Jan,33879.96774,222.5548387,0.887096774,-10.40322581,310.9677419,13,Wapello,Iowa,Midwest Region,West North Central Division
G19181,2015,Jan,33790.77419,232.5677419,1.516129032,-10.32258065,320,11,Warren,Iowa,Midwest Region,West North Central Division
G19183,2015,Jan,33790.77419,226.3741935,-0.338709677,-11.0483871,299.3548387,21,Washington,Iowa,Midwest Region,West North Central Division
G19185,2015,Jan,33991.48387,225.2387097,1.806451613,-10.24193548,314.8387097,6,Wayne,Iowa,Midwest Region,West North Central Division
G19187,2015,Jan,33400.54839,219.2516129,-1.338709677,-11.59677419,304.516129,16,Webster,Iowa,Midwest Region,West North Central Division
G19189,2015,Jan,33043.77419,204.1806452,-3.193548387,-12.59677419,278.7096774,12,Winnebago,Iowa,Midwest Region,West North Central Division
G19191,2015,Jan,33099.54839,208,-3.435483871,-13,263.2258065,11,Winneshiek,Iowa,Midwest Region,West North Central Division
G19193,2015,Jan,33434,217.6,0,-11.46774194,304.516129,209,Woodbury,Iowa,Midwest Region,West North Central Division
G19195,2015,Jan,33043.77419,202.2193548,-3.5,-12.66129032,274.8387097,13,Worth,Iowa,Midwest Region,West North Central Division
G19197,2015,Jan,33322.51613,216.0516129,-2.322580645,-12.08064516,292.9032258,13,Wright,Iowa,Midwest Region,West North Central Division
G20001,2015,Jan,34916.70968,249.8064516,6.548387097,-6.903225806,387.0967742,8,Allen,Kansas,Midwest Region,West North Central Division
G20003,2015,Jan,34805.25806,261.6774194,6.306451613,-7.548387097,366.4516129,9,Anderson,Kansas,Midwest Region,West North Central Division
G20005,2015,Jan,34415.03226,251.4580645,5.387096774,-8.967741935,330.3225806,5,Atchison,Kansas,Midwest Region,West North Central Division
G20007,2015,Jan,35128.51613,253.1096774,8.64516129,-6,409.0322581,11,Barber,Kansas,Midwest Region,West North Central Division
G20009,2015,Jan,34738.35484,249.1870968,7.85483871,-7.5,375.483871,7,Barton,Kansas,Midwest Region,West North Central Division
G20011,2015,Jan,34939,250.4258065,6.419354839,-6.612903226,398.7096774,12,Bourbon,Kansas,Midwest Region,West North Central Division
G20013,2015,Jan,34281.32258,250.116129,5.048387097,-9.387096774,326.4516129,8,Brown,Kansas,Midwest Region,West North Central Division
G20015,2015,Jan,34950.12903,257.6516129,6.822580645,-7.419354839,375.483871,5,Butler,Kansas,Midwest Region,West North Central Division
G20017,2015,Jan,34782.93548,251.6645161,6.080645161,-7.903225806,358.7096774,10,Chase,Kansas,Midwest Region,West North Central Division
G20019,2015,Jan,35139.67742,251.4580645,7.564516129,-6.548387097,398.7096774,9,Chautauqua,Kansas,Midwest Region,West North Central Division
G20021,2015,Jan,35139.67742,240.9290323,7.241935484,-5.564516129,423.2258065,16,Cherokee,Kansas,Midwest Region,West North Central Division
G20023,2015,Jan,34281.32258,250.0129032,6.612903226,-8.161290323,331.6129032,1,Cheyenne,Kansas,Midwest Region,West North Central Division
G20025,2015,Jan,35128.51613,257.7548387,8.774193548,-6.112903226,403.8709677,15,Clark,Kansas,Midwest Region,West North Central Division
G20027,2015,Jan,34470.77419,244.0258065,6.016129032,-8.661290323,338.0645161,14,Clay,Kansas,Midwest Region,West North Central Division
G20029,2015,Jan,34415.03226,241.5483871,6.080645161,-8.338709677,350.9677419,17,Cloud,Kansas,Midwest Region,West North Central Division
G20031,2015,Jan,34805.25806,238.6580645,6.64516129,-7.274193548,376.7741935,3,Coffey,Kansas,Midwest Region,West North Central Division
G20033,2015,Jan,35128.51613,257.6516129,8.548387097,-6.370967742,397.4193548,11,Comanche,Kansas,Midwest Region,West North Central Division
G20035,2015,Jan,35128.51613,253.8322581,7.693548387,-6.467741935,398.7096774,9,Cowley,Kansas,Midwest Region,West North Central Division
G20037,2015,Jan,35050.45161,249.6,6.629032258,-5.919354839,418.0645161,11,Crawford,Kansas,Midwest Region,West North Central Division
G20039,2015,Jan,34281.32258,246.0903226,6.161290323,-9.241935484,334.1935484,3,Decatur,Kansas,Midwest Region,West North Central Division
G20041,2015,Jan,34615.70968,253.1096774,6.612903226,-7.919354839,363.8709677,14,Dickinson,Kansas,Midwest Region,West North Central Division
G20043,2015,Jan,34281.32258,253.316129,4.870967742,-9.112903226,330.3225806,12,Doniphan,Kansas,Midwest Region,West North Central Division
G20045,2015,Jan,34615.70968,252.6967742,6.241935484,-7.741935484,363.8709677,11,Douglas,Kansas,Midwest Region,West North Central Division
G20047,2015,Jan,34916.70968,252.5935484,7.806451613,-6.822580645,390.9677419,14,Edwards,Kansas,Midwest Region,West North Central Division
G20049,2015,Jan,35050.45161,250.116129,7.403225806,-6.822580645,389.6774194,9,Elk,Kansas,Midwest Region,West North Central Division
G20051,2015,Jan,34593.45161,246.6064516,7.161290323,-8.096774194,358.7096774,13,Ellis,Kansas,Midwest Region,West North Central Division
G20053,2015,Jan,34660.29032,247.9483871,7.096774194,-7.935483871,360,6,Ellsworth,Kansas,Midwest Region,West North Central Division
G20055,2015,Jan,34872.09677,244.0258065,7.903225806,-7.064516129,372.9032258,6,Finney,Kansas,Midwest Region,West North Central Division
G20057,2015,Jan,34983.54839,254.0387097,7.903225806,-6.209677419,414.1935484,12,Ford,Kansas,Midwest Region,West North Central Division
G20059,2015,Jan,34693.77419,255.7935484,6.241935484,-7.629032258,363.8709677,9,Franklin,Kansas,Midwest Region,West North Central Division
G20061,2015,Jan,34548.80645,249.083871,6.016129032,-8.306451613,348.3870968,11,Geary,Kansas,Midwest Region,West North Central Division
G20063,2015,Jan,34593.45161,248.7741935,7.016129032,-8,363.8709677,7,Gove,Kansas,Midwest Region,West North Central Division
G20065,2015,Jan,34470.77419,245.883871,6.774193548,-8.483870968,350.9677419,3,Graham,Kansas,Midwest Region,West North Central Division
G20067,2015,Jan,35039.29032,260.0258065,8.370967742,-6.161290323,401.2903226,19,Grant,Kansas,Midwest Region,West North Central Division
G20069,2015,Jan,34961.25806,256.2064516,7.967741935,-6.35483871,405.1612903,15,Gray,Kansas,Midwest Region,West North Central Division
G20071,2015,Jan,34738.35484,251.5612903,7.758064516,-7.516129032,363.8709677,7,Greeley,Kansas,Midwest Region,West North Central Division
G20073,2015,Jan,34916.70968,238.8645161,6.967741935,-7.193548387,378.0645161,3,Greenwood,Kansas,Midwest Region,West North Central Division
G20075,2015,Jan,34883.25806,244.2322581,7.983870968,-7.193548387,376.7741935,9,Hamilton,Kansas,Midwest Region,West North Central Division
G20077,2015,Jan,35128.51613,251.1483871,8.177419355,-5.983870968,412.9032258,12,Harper,Kansas,Midwest Region,West North Central Division
G20079,2015,Jan,34872.09677,254.3483871,7.064516129,-7.403225806,369.0322581,7,Harvey,Kansas,Midwest Region,West North Central Division
G20081,2015,Jan,35039.29032,247.5354839,8.258064516,-6.14516129,379.3548387,10,Haskell,Kansas,Midwest Region,West North Central Division
G20083,2015,Jan,34872.09677,252.5935484,7.903225806,-6.758064516,397.4193548,10,Hodgeman,Kansas,Midwest Region,West North Central Division
G20085,2015,Jan,34437.32258,252.1806452,5.483870968,-9.112903226,330.3225806,8,Jackson,Kansas,Midwest Region,West North Central Division
G20087,2015,Jan,34515.3871,245.5741935,5.887096774,-8.532258065,343.2258065,10,Jefferson,Kansas,Midwest Region,West North Central Division
G20089,2015,Jan,34281.32258,249.9096774,5.903225806,-10.08064516,305.8064516,13,Jewell,Kansas,Midwest Region,West North Central Division
G20091,2015,Jan,34615.70968,248.7741935,6.048387097,-7.274193548,380.6451613,11,Johnson,Kansas,Midwest Region,West North Central Division
G20093,2015,Jan,34883.25806,256.6193548,7.85483871,-7.14516129,385.8064516,14,Kearny,Kansas,Midwest Region,West North Central Division
G20095,2015,Jan,35039.29032,258.5806452,7.629032258,-6.870967742,387.0967742,12,Kingman,Kansas,Midwest Region,West North Central Division
G20097,2015,Jan,35039.29032,258.3741935,7.758064516,-6.596774194,394.8387097,16,Kiowa,Kansas,Midwest Region,West North Central Division
G20099,2015,Jan,35128.51613,239.2774194,7.14516129,-5.870967742,418.0645161,10,Labette,Kansas,Midwest Region,West North Central Division
G20101,2015,Jan,34738.35484,250.4258065,7.419354839,-7.612903226,372.9032258,11,Lane,Kansas,Midwest Region,West North Central Division
G20103,2015,Jan,34515.3871,242.9935484,5.806451613,-8.14516129,352.2580645,7,Leavenworth,Kansas,Midwest Region,West North Central Division
G20105,2015,Jan,34548.80645,244.4387097,7.370967742,-8.35483871,349.6774194,8,Lincoln,Kansas,Midwest Region,West North Central Division
G20107,2015,Jan,34816.3871,259.0967742,6.209677419,-7.306451613,375.483871,12,Linn,Kansas,Midwest Region,West North Central Division
G20109,2015,Jan,34593.45161,241.6516129,7.532258065,-7.64516129,371.6129032,4,Logan,Kansas,Midwest Region,West North Central Division
G20111,2015,Jan,34738.35484,250.7354839,6.596774194,-7.274193548,378.0645161,7,Lyon,Kansas,Midwest Region,West North Central Division
G20113,2015,Jan,34760.64516,251.6645161,6.64516129,-7.887096774,362.5806452,6,McPherson,Kansas,Midwest Region,West North Central Division
G20115,2015,Jan,34782.93548,250.116129,6.467741935,-7.661290323,365.1612903,4,Marion,Kansas,Midwest Region,West North Central Division
G20117,2015,Jan,34281.32258,248.3612903,5.016129032,-9.758064516,310.9677419,10,Marshall,Kansas,Midwest Region,West North Central Division
G20119,2015,Jan,35128.51613,256.8258065,8.64516129,-5.838709677,420.6451613,17,Meade,Kansas,Midwest Region,West North Central Division
G20121,2015,Jan,34693.77419,234.5290323,6.338709677,-7.241935484,378.0645161,9,Miami,Kansas,Midwest Region,West North Central Division
G20123,2015,Jan,34437.32258,244.2322581,6.806451613,-9.064516129,327.7419355,12,Mitchell,Kansas,Midwest Region,West North Central Division
G20125,2015,Jan,35128.51613,249.1870968,7.677419355,-5.822580645,419.3548387,11,Montgomery,Kansas,Midwest Region,West North Central Division
G20127,2015,Jan,34660.29032,237.1096774,5.709677419,-8.161290323,353.5483871,5,Morris,Kansas,Midwest Region,West North Central Division
G20129,2015,Jan,35128.51613,269.2129032,8.661290323,-5.403225806,428.3870968,20,Morton,Kansas,Midwest Region,West North Central Division
G20131,2015,Jan,34281.32258,250.4258065,4.741935484,-9.741935484,312.2580645,11,Nemaha,Kansas,Midwest Region,West North Central Division
G20133,2015,Jan,35039.29032,248.4645161,6.790322581,-6.35483871,398.7096774,13,Neosho,Kansas,Midwest Region,West North Central Division
G20135,2015,Jan,34738.35484,250.2193548,7.693548387,-7.870967742,362.5806452,11,Ness,Kansas,Midwest Region,West North Central Division
G20137,2015,Jan,34281.32258,251.1483871,6.225806452,-9.403225806,329.0322581,5,Norton,Kansas,Midwest Region,West North Central Division
G20139,2015,Jan,34682.6129,249.1870968,6.483870968,-7.419354839,374.1935484,6,Osage,Kansas,Midwest Region,West North Central Division
G20141,2015,Jan,34470.77419,246.5032258,6.887096774,-9.241935484,322.5806452,10,Osborne,Kansas,Midwest Region,West North Central Division
G20143,2015,Jan,34515.3871,243.716129,6.903225806,-7.983870968,361.2903226,9,Ottawa,Kansas,Midwest Region,West North Central Division
G20145,2015,Jan,34816.3871,255.2774194,7.838709677,-7.338709677,376.7741935,10,Pawnee,Kansas,Midwest Region,West North Central Division
G20147,2015,Jan,34281.32258,242.8903226,6.435483871,-9.822580645,316.1290323,7,Phillips,Kansas,Midwest Region,West North Central Division
G20149,2015,Jan,34437.32258,250.9419355,4.967741935,-9.225806452,327.7419355,11,Pottawatomie,Kansas,Midwest Region,West North Central Division
G20151,2015,Jan,34983.54839,254.8645161,7.758064516,-6.725806452,389.6774194,13,Pratt,Kansas,Midwest Region,West North Central Division
G20153,2015,Jan,34281.32258,247.1225806,6.629032258,-8.709677419,352.2580645,2,Rawlins,Kansas,Midwest Region,West North Central Division
G20155,2015,Jan,34883.25806,256,7.580645161,-7.274193548,370.3225806,5,Reno,Kansas,Midwest Region,West North Central Division
G20157,2015,Jan,34281.32258,239.7935484,5.790322581,-9.225806452,326.4516129,9,Republic,Kansas,Midwest Region,West North Central Division
G20159,2015,Jan,34782.93548,249.9096774,7.274193548,-7.64516129,369.0322581,7,Rice,Kansas,Midwest Region,West North Central Division
G20161,2015,Jan,34481.90323,253.7290323,5.677419355,-8.806451613,334.1935484,12,Riley,Kansas,Midwest Region,West North Central Division
G20163,2015,Jan,34470.77419,244.7483871,6.951612903,-8.903225806,340.6451613,7,Rooks,Kansas,Midwest Region,West North Central Division
G20165,2015,Jan,34716.06452,248.9806452,7.741935484,-7.741935484,367.7419355,14,Rush,Kansas,Midwest Region,West North Central Division
G20167,2015,Jan,34593.45161,236.9032258,7.209677419,-8.096774194,358.7096774,13,Russell,Kansas,Midwest Region,West North Central Division
G20169,2015,Jan,34626.87097,246.0903226,7.016129032,-7.64516129,374.1935484,14,Saline,Kansas,Midwest Region,West North Central Division
G20171,2015,Jan,34738.35484,240.8258065,7.64516129,-7.532258065,367.7419355,4,Scott,Kansas,Midwest Region,West North Central Division
G20173,2015,Jan,34983.54839,259.4064516,7.612903226,-6.790322581,387.0967742,17,Sedgwick,Kansas,Midwest Region,West North Central Division
G20175,2015,Jan,35128.51613,258.2709677,8.887096774,-5.419354839,429.6774194,17,Seward,Kansas,Midwest Region,West North Central Division
G20177,2015,Jan,34548.80645,244.8516129,6.661290323,-7.758064516,366.4516129,23,Shawnee,Kansas,Midwest Region,West North Central Division
G20179,2015,Jan,34470.77419,249.083871,6.564516129,-8.532258065,345.8064516,4,Sheridan,Kansas,Midwest Region,West North Central Division
G20181,2015,Jan,34470.77419,251.8709677,6.435483871,-7.887096774,361.2903226,6,Sherman,Kansas,Midwest Region,West North Central Division
G20183,2015,Jan,34281.32258,248.8774194,6.306451613,-10.35483871,300.6451613,10,Smith,Kansas,Midwest Region,West North Central Division
G20185,2015,Jan,34883.25806,254.8645161,7.741935484,-7,387.0967742,7,Stafford,Kansas,Midwest Region,West North Central Division
G20187,2015,Jan,35039.29032,261.2645161,8.290322581,-6.387096774,401.2903226,25,Stanton,Kansas,Midwest Region,West North Central Division
G20189,2015,Jan,35128.51613,262.6064516,8.64516129,-5.322580645,440,21,Stevens,Kansas,Midwest Region,West North Central Division
G20191,2015,Jan,35128.51613,254.0387097,7.919354839,-6.209677419,403.8709677,7,Sumner,Kansas,Midwest Region,West North Central Division
G20193,2015,Jan,34470.77419,252.9032258,6.241935484,-8.5,353.5483871,5,Thomas,Kansas,Midwest Region,West North Central Division
G20195,2015,Jan,34593.45161,248.6709677,6.919354839,-8.338709677,352.2580645,11,Trego,Kansas,Midwest Region,West North Central Division
G20197,2015,Jan,34593.45161,251.1483871,5.725806452,-7.983870968,363.8709677,8,Wabaunsee,Kansas,Midwest Region,West North Central Division
G20199,2015,Jan,34593.45161,247.9483871,7.209677419,-7.387096774,376.7741935,6,Wallace,Kansas,Midwest Region,West North Central Division
G20201,2015,Jan,34281.32258,247.5354839,5.451612903,-9.532258065,317.4193548,8,Washington,Kansas,Midwest Region,West North Central Division
G20203,2015,Jan,34738.35484,251.5612903,7.725806452,-7.451612903,361.2903226,7,Wichita,Kansas,Midwest Region,West North Central Division
G20205,2015,Jan,35039.29032,248.4645161,7.209677419,-6.322580645,403.8709677,8,Wilson,Kansas,Midwest Region,West North Central Division
G20207,2015,Jan,34916.70968,238.2451613,6.790322581,-6.935483871,384.516129,8,Woodson,Kansas,Midwest Region,West North Central Division
G20209,2015,Jan,34526.51613,245.9870968,5.677419355,-7.580645161,371.6129032,8,Wyandotte,Kansas,Midwest Region,West North Central Division
G21001,2015,Jan,35150.83871,233.9096774,5.951612903,-4.935483871,447.7419355,59,Adair,Kentucky,South Region,East South Central Division
G21003,2015,Jan,35262.35484,241.8580645,6.548387097,-4.209677419,470.9677419,53,Allen,Kentucky,South Region,East South Central Division
G21005,2015,Jan,34883.25806,225.6516129,4.870967742,-5.677419355,420.6451613,41,Anderson,Kentucky,South Region,East South Central Division
G21007,2015,Jan,35162,234.7354839,6.064516129,-4.080645161,472.2580645,83,Ballard,Kentucky,South Region,East South Central Division
G21009,2015,Jan,35195.41935,240.3096774,6.193548387,-4.516129032,464.516129,59,Barren,Kentucky,South Region,East South Central Division
G21011,2015,Jan,34838.67742,220.9032258,4,-6.14516129,409.0322581,38,Bath,Kentucky,South Region,East South Central Division
G21013,2015,Jan,35262.35484,218.9419355,6.161290323,-4.516129032,455.483871,80,Bell,Kentucky,South Region,East South Central Division
G21015,2015,Jan,34548.80645,218.116129,3.403225806,-6.435483871,400,59,Boone,Kentucky,South Region,East South Central Division
G21017,2015,Jan,34816.3871,224.7225806,4.016129032,-6.14516129,406.4516129,41,Bourbon,Kentucky,South Region,East South Central Division
G21019,2015,Jan,34782.93548,226.8903226,4.016129032,-6.209677419,409.0322581,51,Boyd,Kentucky,South Region,East South Central Division
G21021,2015,Jan,35005.87097,225.7548387,5.064516129,-5.629032258,420.6451613,47,Boyle,Kentucky,South Region,East South Central Division
G21023,2015,Jan,34660.29032,227.5096774,3.338709677,-6.5,400,55,Bracken,Kentucky,South Region,East South Central Division
G21025,2015,Jan,35050.45161,222.8645161,5.564516129,-5.112903226,434.8387097,50,Breathitt,Kentucky,South Region,East South Central Division
G21027,2015,Jan,34950.12903,230.2967742,4.838709677,-6.193548387,409.0322581,37,Breckinridge,Kentucky,South Region,East South Central Division
G21029,2015,Jan,34883.25806,219.7677419,5.741935484,-4.790322581,450.3225806,46,Bullitt,Kentucky,South Region,East South Central Division
G21031,2015,Jan,35128.51613,227.0967742,5.935483871,-4.709677419,458.0645161,48,Butler,Kentucky,South Region,East South Central Division
G21033,2015,Jan,35139.67742,225.3419355,6.258064516,-3.435483871,494.1935484,44,Caldwell,Kentucky,South Region,East South Central Division
G21035,2015,Jan,35306.96774,238.1419355,6.64516129,-3.548387097,492.9032258,35,Calloway,Kentucky,South Region,East South Central Division
G21037,2015,Jan,34593.45161,221.8322581,3.580645161,-6.419354839,401.2903226,53,Campbell,Kentucky,South Region,East South Central Division
G21039,2015,Jan,35217.74194,238.1419355,6.14516129,-4.129032258,468.3870968,62,Carlisle,Kentucky,South Region,East South Central Division
G21041,2015,Jan,34682.6129,215.7419355,4.677419355,-5.612903226,420.6451613,44,Carroll,Kentucky,South Region,East South Central Division
G21043,2015,Jan,34782.93548,224.1032258,3.612903226,-6.483870968,401.2903226,47,Carter,Kentucky,South Region,East South Central Division
G21045,2015,Jan,35083.90323,234.5290323,5.661290323,-5.209677419,434.8387097,51,Casey,Kentucky,South Region,East South Central Division
G21047,2015,Jan,35217.74194,235.5612903,6.177419355,-3.951612903,477.4193548,27,Christian,Kentucky,South Region,East South Central Division
G21049,2015,Jan,34883.25806,221.8322581,4.338709677,-6.193548387,405.1612903,38,Clark,Kentucky,South Region,East South Central Division
G21051,2015,Jan,35139.67742,229.883871,5.451612903,-5.403225806,427.0967742,72,Clay,Kentucky,South Region,East South Central Division
G21053,2015,Jan,35262.35484,240.516129,6.048387097,-4.806451613,456.7741935,68,Clinton,Kentucky,South Region,East South Central Division
G21055,2015,Jan,35083.90323,228.4387097,5.806451613,-3.887096774,480,56,Crittenden,Kentucky,South Region,East South Central Division
G21057,2015,Jan,35240.06452,241.2387097,6.677419355,-4.483870968,465.8064516,58,Cumberland,Kentucky,South Region,East South Central Division
G21059,2015,Jan,34961.25806,225.6516129,5.225806452,-4.677419355,450.3225806,56,Daviess,Kentucky,South Region,East South Central Division
G21061,2015,Jan,35128.51613,224.7225806,5.838709677,-4.806451613,454.1935484,51,Edmonson,Kentucky,South Region,East South Central Division
G21063,2015,Jan,34838.67742,220.3870968,4.258064516,-6.290322581,405.1612903,52,Elliott,Kentucky,South Region,East South Central Division
G21065,2015,Jan,34983.54839,227.2,5.241935484,-5.741935484,425.8064516,47,Estill,Kentucky,South Region,East South Central Division
G21067,2015,Jan,34872.09677,228.6451613,4.193548387,-6.096774194,409.0322581,45,Fayette,Kentucky,South Region,East South Central Division
G21069,2015,Jan,34782.93548,217.083871,3.532258065,-6.161290323,406.4516129,39,Fleming,Kentucky,South Region,East South Central Division
G21071,2015,Jan,35039.29032,228.8516129,5.790322581,-4.919354839,442.5806452,58,Floyd,Kentucky,South Region,East South Central Division
G21073,2015,Jan,34805.25806,216.9806452,4.64516129,-5.725806452,419.3548387,44,Franklin,Kentucky,South Region,East South Central Division
G21075,2015,Jan,35340.41935,240.3096774,6.451612903,-3.935483871,476.1290323,50,Fulton,Kentucky,South Region,East South Central Division
G21077,2015,Jan,34626.87097,221.7290323,4.048387097,-6.177419355,409.0322581,45,Gallatin,Kentucky,South Region,East South Central Division
G21079,2015,Jan,35005.87097,226.0645161,5.032258065,-5.725806452,418.0645161,38,Garrard,Kentucky,South Region,East South Central Division
G21081,2015,Jan,34682.6129,218.7354839,3.822580645,-6.209677419,407.7419355,45,Grant,Kentucky,South Region,East South Central Division
G21083,2015,Jan,35262.35484,238.1419355,6.274193548,-4.064516129,474.8387097,44,Graves,Kentucky,South Region,East South Central Division
G21085,2015,Jan,35050.45161,231.3290323,5.258064516,-5.580645161,425.8064516,41,Grayson,Kentucky,South Region,East South Central Division
G21087,2015,Jan,35095.03226,224.4129032,5.806451613,-4.887096774,450.3225806,52,Green,Kentucky,South Region,East South Central Division
G21089,2015,Jan,34716.06452,228.4387097,3.467741935,-6.612903226,397.4193548,41,Greenup,Kentucky,South Region,East South Central Division
G21091,2015,Jan,34939,224.4129032,4.967741935,-5.516129032,427.0967742,54,Hancock,Kentucky,South Region,East South Central Division
G21093,2015,Jan,34983.54839,225.5483871,5.064516129,-5.725806452,418.0645161,43,Hardin,Kentucky,South Region,East South Central Division
G21095,2015,Jan,35217.74194,218.4258065,5.580645161,-5.225806452,436.1290323,78,Harlan,Kentucky,South Region,East South Central Division
G21097,2015,Jan,34760.64516,220.283871,3.967741935,-6.129032258,409.0322581,38,Harrison,Kentucky,South Region,East South Central Division
G21099,2015,Jan,35083.90323,229.7806452,5.451612903,-5.161290323,442.5806452,57,Hart,Kentucky,South Region,East South Central Division
G21101,2015,Jan,34950.12903,224.1032258,5.258064516,-4.258064516,463.2258065,56,Henderson,Kentucky,South Region,East South Central Division
G21103,2015,Jan,34738.35484,217.3935484,4.403225806,-5.741935484,421.9354839,35,Henry,Kentucky,South Region,East South Central Division
G21105,2015,Jan,35262.35484,238.9677419,6.35483871,-4.112903226,467.0967742,47,Hickman,Kentucky,South Region,East South Central Division
G21107,2015,Jan,35083.90323,220.5935484,5.790322581,-3.887096774,481.2903226,56,Hopkins,Kentucky,South Region,East South Central Division
G21109,2015,Jan,35050.45161,226.683871,5.016129032,-5.85483871,415.483871,58,Jackson,Kentucky,South Region,East South Central Division
G21111,2015,Jan,34816.3871,224.6193548,5.338709677,-4.806451613,446.4516129,25,Jefferson,Kentucky,South Region,East South Central Division
G21113,2015,Jan,34916.70968,226.683871,4.661290323,-6,410.3225806,39,Jessamine,Kentucky,South Region,East South Central Division
G21115,2015,Jan,34939,219.8709677,4.983870968,-5.564516129,424.516129,65,Johnson,Kentucky,South Region,East South Central Division
G21117,2015,Jan,34593.45161,224.1032258,3.274193548,-6.435483871,400,48,Kenton,Kentucky,South Region,East South Central Division
G21119,2015,Jan,35061.6129,231.4322581,5.419354839,-5.241935484,432.2580645,58,Knott,Kentucky,South Region,East South Central Division
G21121,2015,Jan,35217.74194,220.8,5.967741935,-4.725806452,450.3225806,78,Knox,Kentucky,South Region,East South Central Division
G21123,2015,Jan,35039.29032,223.7935484,5.258064516,-5.193548387,437.4193548,56,Larue,Kentucky,South Region,East South Central Division
